,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Anschlussleistung,Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Max,amenity=restaurant,amenity=place_of_worship,amenity=cafe,amenity=fast_food,amenity=vending_machine,amenity=bar,amenity=library,amenity=marketplace,amenity=theatre,amenity=ice_cream,amenity=cinema,amenity=bbq,amenity=arts_centre,amenity=nightclub,amenity=public_bookcase,amenity=internet_cafe,amenity=food_court,amenity=biergarten,amenity=brothel,amenity=pub,museum,tourism
995,IONITY GmbH,Denkendorf Nord,0,,73770,Denkendorf,Baden-Württemberg,Landkreis Esslingen,48.693667,9.303297,2019-04-01 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,IONITY GmbH,Denkendorf Nord,0,,73770,Denkendorf,Baden-Württemberg,Landkreis Esslingen,48.693667,9.303297,2019-04-01 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,EWE Go GmbH,Rauher Grund,2,,72160,Horb am Neckar,Baden-Württemberg,Landkreis Freudenstadt,48.457840313038,8.696117520267,2021-08-04 00:00:00,156,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,EnBW mobility+ AG und Co.KG ,Murgtalstraße,25,,72270,Baiersbronn,Baden-Württemberg,Landkreis Freudenstadt,48.511376,8.374392,2021-05-07 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,EnBW mobility+ AG und Co.KG ,Murgtalstraße ,25,,72270,Baiersbronn,Baden-Württemberg,Landkreis Freudenstadt,48.511376,8.374392,2021-05-07 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,Hahn Sportwagen Göppingen GmbH,Holzheimer Straße,1,,73037,Göppingen,Baden-Württemberg,Landkreis Göppingen,48.6943293252333,9.66690126344159,2020-10-16 00:00:00,320,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",320.0,,,,,,,,,,,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,Hahn Sportwagen Göppingen GmbH,Holzheimer Straße,1,,73037,Göppingen,Baden-Württemberg,Landkreis Göppingen,48.694329,9.666901,2020-10-16 00:00:00,320,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",320.0,,,,,,,,,,,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,EnBW mobility+ AG und Co.KG ,Dieselstraße,11,,73072,Donzdorf,Baden-Württemberg,Landkreis Göppingen,48.686078,9.789328,2020-09-09 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,EnBW mobility+ AG und Co.KG ,Eislinger Straße,60,,73084,Salach,Baden-Württemberg,Landkreis Göppingen,48.6927160901326,9.73145058916893,2021-10-22 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,EnBW mobility+ AG und Co.KG ,Eislinger Straße,60,,73084,Salach,Baden-Württemberg,Landkreis Göppingen,48.6927160901326,9.73145058916893,2021-10-23 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,IONITY GmbH,Raststätte Gruibingen Süd,0,BAB8,73344,Gruibingen,Baden-Württemberg,Landkreis Göppingen,48.605276,9.632882,2018-09-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,IONITY GmbH,Raststätte Gruibingen Süd,0,BAB8,73344,Gruibingen,Baden-Württemberg,Landkreis Göppingen,48.605276,9.632882,2018-09-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,IONITY GmbH,Raststätte Gruibingen Süd,0,BAB8,73344,Gruibingen,Baden-Württemberg,Landkreis Göppingen,48.605276,9.632882,2018-09-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,IONITY GmbH,Raststätte Gruibingen Süd,0,BAB8,73344,Gruibingen,Baden-Württemberg,Landkreis Göppingen,48.605276,9.632882,2018-09-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,IONITY GmbH,Raststätte Gruibingen Süd,0,BAB8,73344,Gruibingen,Baden-Württemberg,Landkreis Göppingen,48.605276,9.632882,2018-09-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,IONITY GmbH,Raststätte Gruibingen Süd,0,BAB8,73344,Gruibingen,Baden-Württemberg,Landkreis Göppingen,48.605276,9.632882,2018-09-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,EnBW mobility+ AG und Co.KG ,Autobahn,0,BAB7,89537,Giengen,Baden-Württemberg,Landkreis Heidenheim,48.5839663,10.1757226,2020-03-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,EnBW mobility+ AG und Co.KG ,Autobahn,0,BAB7,89537,Giengen,Baden-Württemberg,Landkreis Heidenheim,48.5840794,10.178753,2020-03-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,IONITY GmbH,Lonetal Ost,0,BAB7,89537,Giengen an der Brenz,Baden-Württemberg,Landkreis Heidenheim,48.584359,10.179082,2018-09-30 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,IONITY GmbH,Lonetal Ost,0,BAB7,89537,Giengen an der Brenz,Baden-Württemberg,Landkreis Heidenheim,48.584359,10.179082,2018-09-30 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,IONITY GmbH,Lonetal Ost,0,BAB7,89537,Giengen an der Brenz,Baden-Württemberg,Landkreis Heidenheim,48.584359,10.179082,2018-09-30 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,IONITY GmbH,Lonetal Ost,0,BAB7,89537,Giengen an der Brenz,Baden-Württemberg,Landkreis Heidenheim,48.584359,10.179082,2018-09-30 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,IONITY GmbH,Lonetal West,0,BAB7,89537,Giengen an der Brenz,Baden-Württemberg,Landkreis Heidenheim,48.583937,10.175605,2018-09-30 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,IONITY GmbH,Lonetal West,0,BAB7,89537,Giengen an der Brenz,Baden-Württemberg,Landkreis Heidenheim,48.583937,10.175605,2018-09-30 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,IONITY GmbH,Lonetal West,0,BAB7,89537,Giengen an der Brenz,Baden-Württemberg,Landkreis Heidenheim,48.583937,10.175605,2018-09-30 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,IONITY GmbH,Lonetal West,0,BAB7,89537,Giengen an der Brenz,Baden-Württemberg,Landkreis Heidenheim,48.583937,10.175605,2018-09-30 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Fastned Deutschland GmbH & Co. KG,Am Bühlfeld,0,,89537,Giengen,Baden-Württemberg,Landkreis Heidenheim,48.61561,10.20539,2019-04-29 00:00:00,175,Schnellladeeinrichtung,1,DC Kupplung Combo,175.0,,,,,,,,,,,175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205,Fastned Deutschland GmbH & Co. KG,Am Bühlfeld,0,,89537,Giengen,Baden-Württemberg,Landkreis Heidenheim,48.61561,10.20539,2019-04-29 00:00:00,175,Schnellladeeinrichtung,1,DC Kupplung Combo,175.0,,,,,,,,,,,175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1220,EnBW ODR AG,Robert-Bosch-Straße,9,,89568,Hermaringen,Baden-Württemberg,Landkreis Heidenheim,48.590692,10.268147,2021-06-21 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,3056 3010 0607 2A86 48CE 3D02 0106 052B 8104 000A 0342 0004 57C2 3348 41D6 2629 B05B DD55 8CC9 4B18 4DD5 4E93 285B 2D1A F2F2 4A05 EF56 E983 B8BE CDF6 84DE EC0C D8EE 1756 8797 A7BE 7088 4FA3 279D 87AD 832E BB89 6940 B8CD,DC Kupplung Combo,150.0,3056 3010 0607 2A86 48CE 3D02 0106 052B 8104 000A 0342 0004 0292 7FCF A464 566B 88A4 4EE3 8ACE 2BCA F9E1 A68C D86D A81E 5E52 D12E F1F2 DD35 CE47 BFF2 75F3 A5C7 523C 02ED DD0E 340C 8CA5 589C 6093 6789 1778 4677 8580 A001,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Pfalzwerke AG,Siegmund-Loewe-Straße,0,,74172,Neckarsulm,Baden-Württemberg,Landkreis Heilbronn,49.176492,9.231113,2021-11-02 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,160.0,,DC Kupplung Combo,160.0,,,,,,,,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Pfalzwerke AG,Siegmund-Loewe-Straße,0,,74172,Neckarsulm,Baden-Württemberg,Landkreis Heilbronn,49.176522,9.231003,2021-11-02 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,160.0,,DC Kupplung Combo,160.0,,,,,,,,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Pfalzwerke AG,Siegmund-Loewe-Straße,0,,74172,Neckarsulm,Baden-Württemberg,Landkreis Heilbronn,49.176568,9.230854,2021-11-02 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,160.0,,DC Kupplung Combo,160.0,,,,,,,,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Pfalzwerke AG,Siegmund-Loewe-Straße,0,,74172,Neckarsulm,Baden-Württemberg,Landkreis Heilbronn,49.176612,9.230721,2021-11-02 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,160.0,,DC Kupplung Combo,160.0,,,,,,,,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Pfalzwerke AG,Siegmund-Loewe-Straße,0,,74172,Neckarsulm,Baden-Württemberg,Landkreis Heilbronn,49.176656,9.230592,2021-11-02 00:00:00,160,Schnellladeeinrichtung,3,AC Steckdose Typ 2,22.0,,DC Kupplung Combo,160.0,,DC Kupplung Combo,160.0,,,,,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,Mer Germany GmbH,Am Autobahnkreuz,6,552,74189,Weinsberg,Baden-Württemberg,Landkreis Heilbronn,49.143785,9.308417,2019-05-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,225.0,,DC Kupplung Combo,160.0,,,,,,,,225.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,Mer Germany GmbH,Am Autobahnkreuz,6,551,74189,Weinsberg,Baden-Württemberg,Landkreis Heilbronn,49.143785,9.308417,2019-05-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,225.0,,DC Kupplung Combo,160.0,,,,,,,,225.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,EnBW mobility+ AG und Co.KG ,Hauptstraße,3,,74254,Offenau,Baden-Württemberg,Landkreis Heilbronn,49.24516,9.1638,2021-03-03 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1490,EnBW mobility+ AG und Co.KG ,Autobahn,0,BAB81,74259,Widdern,Baden-Württemberg,Landkreis Heilbronn,49.323989,9.412135,2020-03-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,EnBW mobility+ AG und Co.KG ,Winterhälde,0,BAB81,74259,Widdern,Baden-Württemberg,Landkreis Heilbronn,49.3229097,9.4158214,2020-03-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,EnBW mobility+ AG und Co.KG ,Neipperger Straße,31,,74336,Brackenheim,Baden-Württemberg,Landkreis Heilbronn,49.08183,9.06147,2021-12-20 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,EnBW mobility+ AG und Co.KG ,Autobahn,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.045116,9.266087,2020-03-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,EnBW mobility+ AG und Co.KG ,Autobahn,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.0443708,9.2620105,2020-03-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,IONITY GmbH,Wunnenstein Ost,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.045334,9.266223,2018-10-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,IONITY GmbH,Wunnenstein Ost,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.045334,9.266223,2018-10-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,IONITY GmbH,Wunnenstein Ost,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.045334,9.266223,2018-10-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,IONITY GmbH,Wunnenstein Ost,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.045334,9.266223,2018-10-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,IONITY GmbH,Wunnenstein West,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.044276,9.261639,2018-10-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,IONITY GmbH,Wunnenstein West,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.044276,9.261639,2018-10-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,IONITY GmbH,Wunnenstein West,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.044276,9.261639,2018-10-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,IONITY GmbH,Wunnenstein West,0,BAB81,74360,Ilsfeld,Baden-Württemberg,Landkreis Heilbronn,49.044276,9.261639,2018-10-15 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,Allego GmbH,Buchäckerring,44,,74906,Bad Rappenau,Baden-Württemberg,Landkreis Heilbronn,49.21194,9.077253,2015-12-23 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547,Allego GmbH,Buchäckerring,44,,74906,Bad Rappenau,Baden-Württemberg,Landkreis Heilbronn,49.21194,9.077253,2019-07-16 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1548,Allego GmbH,Buchäckerring,44,,74906,Bad Rappenau,Baden-Württemberg,Landkreis Heilbronn,49.21194,9.077253,2019-07-16 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1563,EnBW mobility+ AG und Co.KG ,Siemensstr.,15,,74613,Öhringen,Baden-Württemberg,Landkreis Hohenlohekreis,49.207152,9.480891,2020-01-31 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,EnBW mobility+ AG und Co.KG ,Austraße,5,,74613,Öhringen,Baden-Württemberg,Landkreis Hohenlohekreis,49.204388,9.48832,2020-08-25 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,EnBW mobility+ AG und Co.KG ,Austraße,5,,74613,Öhringen,Baden-Württemberg,Landkreis Hohenlohekreis,49.204388,9.48832,2020-08-25 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,EnBW mobility+ AG und Co.KG ,Austraße,5,,74613,Öhringen,Baden-Württemberg,Landkreis Hohenlohekreis,49.204388,9.48832,2020-08-25 00:00:00,150,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Steckdose Typ 2,22.0,,,,,,,,150.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,Mer Germany GmbH,Rudolf-Diesel-Str.4,0,403,74613,Öhringen,Baden-Württemberg,Landkreis Hohenlohekreis,49.199193,9.475534,2019-05-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,225.0,,DC Kupplung Combo,160.0,,,,,,,,225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625
1571,Mer Germany GmbH,Rudolf-Diesel-Str.4,0,402,74613,Öhringen,Baden-Württemberg,Landkreis Hohenlohekreis,49.143785,9.475534,2019-05-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,225.0,,DC Kupplung Combo,160.0,,,,,,,,225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,EnBW mobility+ AG und Co.KG ,Lohemer Feld,0,BAB6,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.205248,9.640193,2020-03-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,EnBW mobility+ AG und Co.KG ,Lohemer Feld,0,BAB6,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.207091,9.639063,2020-03-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,IONITY GmbH,Hohenlohe Nord,0,,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.207007,9.639273,2018-10-20 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,IONITY GmbH,Hohenlohe Nord,0,,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.207007,9.639273,2018-10-20 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,IONITY GmbH,Hohenlohe Nord,0,,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.207007,9.639273,2018-10-20 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,IONITY GmbH,Hohenlohe Nord,0,,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.207007,9.639273,2018-10-20 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,IONITY GmbH,Hohenlohe Süd,0,,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.205379,9.639696,2018-10-20 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,IONITY GmbH,Hohenlohe Süd,0,,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.205379,9.639696,2018-10-20 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,IONITY GmbH,Hohenlohe Süd,0,,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.205379,9.639696,2018-10-20 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,IONITY GmbH,Hohenlohe Süd,0,,74632,Neuenstein,Baden-Württemberg,Landkreis Hohenlohekreis,49.205379,9.639696,2018-10-20 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,EnBW mobility+ AG und Co.KG ,Günther-Ziehl-Straße,0,,74635,Kupferzell,Baden-Württemberg,Landkreis Hohenlohekreis,49.20528,9.68069,2021-11-25 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,EnBW mobility+ AG und Co.KG ,Günther-Ziehl-Straße,0,,74636,Kupferzell,Baden-Württemberg,Landkreis Hohenlohekreis,49.20528,9.68069,2021-11-25 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,BP Europa SE,Alexanderplatz,0,,75015,Bretten,Baden-Württemberg,Landkreis Karlsruhe,49.037727,8.687321,2022-02-25 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
