,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Anschlussleistung,Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Max,amenity=restaurant,amenity=place_of_worship,amenity=cafe,amenity=fast_food,amenity=vending_machine,amenity=bar,amenity=library,amenity=marketplace,amenity=theatre,amenity=ice_cream,amenity=cinema,amenity=bbq,amenity=arts_centre,amenity=nightclub,amenity=public_bookcase,amenity=internet_cafe,amenity=food_court,amenity=biergarten,amenity=brothel,amenity=pub,museum,tourism
22797,EnBW mobility+ AG und Co.KG ,Zillestr.,71,,44265,Dortmund,Nordrhein-Westfalen,Kreisfreie Stadt Dortmund,51.47314,7.4864,2021-06-17 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22798,EnBW mobility+ AG und Co.KG ,Zillestr.,71,,44265,Dortmund,Nordrhein-Westfalen,Kreisfreie Stadt Dortmund,51.281592,7.291679,2022-02-25 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509
22799,EnBW mobility+ AG und Co.KG ,Zillestr.,71,,44265,Dortmund,Nordrhein-Westfalen,Kreisfreie Stadt Dortmund,51.281592,7.291679,2022-02-25 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509
22806,IONITY GmbH,Lichtendorf Nord,0,,44289,Dortmund,Nordrhein-Westfalen,Kreisfreie Stadt Dortmund,51.468811,7.595449,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22807,IONITY GmbH,Lichtendorf Nord,0,,44289,Dortmund,Nordrhein-Westfalen,Kreisfreie Stadt Dortmund,51.468811,7.595449,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22808,IONITY GmbH,Lichtendorf Nord,0,,44289,Dortmund,Nordrhein-Westfalen,Kreisfreie Stadt Dortmund,51.468811,7.595449,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22809,IONITY GmbH,Lichtendorf Nord,0,,44289,Dortmund,Nordrhein-Westfalen,Kreisfreie Stadt Dortmund,51.468811,7.595449,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22846,ALDI SÜD,Kulturstraße,37,,47055,Duisburg,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg,51.406797,6.757724,2020-12-04 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22852,ALDI SÜD,Aakerfährstraße,50,,47058,Duisburg,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg,51.440111,6.782694,2021-07-02 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22853,ALDI SÜD,Auf der Höhe,99,,47059,Duisburg,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg,51.441972,6.760806,2021-07-05 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22854,Comfortcharge GmbH,Weidenweg,28,,47059,Duisburg,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg,51.43761,6.75411,2020-01-02 00:00:00,100,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",100.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,,,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22856,ALDI SÜD,Friedrich-Ebert-Straße,36,,47119,Duisburg,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg,51.462389,6.733861,2021-03-01 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22860,Comfortcharge GmbH,Bahnhofstraße,87,,47137,Duisburg,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg,51.4681067,6.7839969,2019-06-18 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22863,EnBW mobility+ AG und Co.KG ,Westenderstr,47,,47138,Duisburg,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg,51.466342,6.78825,2021-05-28 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22864,EnBW mobility+ AG und Co.KG ,Westenderstr,47,,47138,Duisburg,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg,51.466342,6.78825,2021-05-28 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22883,ALDI SÜD,Großenbaumer Allee,99-107,,47269,Duisburg,Nordrhein-Westfalen,Kreisfreie Stadt Duisburg,51.371083,6.778722,2021-12-13 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22933,Stadtwerke Düsseldorf AG,Graf-Adolf-Platz,2,,40213,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.21835,6.77567,2021-09-15 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22957,Stadtwerke Düsseldorf AG,Südring,60,,40223,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.20007,6.76883,2021-09-15 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22961,Shell Deutschland GmbH,Aufm Hennekamp,5,,40225,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.202348,6.780864,2021-12-14 00:00:00,175,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",175.0,,"DC Kupplung Combo, DC CHAdeMO",175.0,,,,,,,,175.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
22974,ALDI SÜD,Erkrather Straße,248,,40233,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.218722,6.816278,2021-09-02 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22978,Stadtwerke Düsseldorf AG,Ackerstr.,203,,40235,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.230832,6.809984,2021-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23049,ALDI SÜD,Angermunder Straße,37k,,40489,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.330028,6.781,2021-02-19 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23055,Stadtwerke Düsseldorf AG,Hansaallee,11,,40547,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.23499,6.74226,2021-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23061,Stadtwerke Düsseldorf AG,Pariser Str.,37,,40549,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.23182,6.73438,2021-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23062,Stadtwerke Düsseldorf AG,Pariser Str.,37,,40549,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.23182,6.73438,2021-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23063,Stadtwerke Düsseldorf AG,Pariser Str.,37,,40549,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.23182,6.73438,2021-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23064,Stadtwerke Düsseldorf AG,Pariser Str.,37,,40549,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.23182,6.73438,2021-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23083,EnBW mobility+ AG und Co.KG ,Kölner Landstr.,244,,40591,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.18517,6.82107,2021-06-23 00:00:00,100,Schnellladeeinrichtung,2,DC Kupplung Combo,100.0,,DC Kupplung Combo,100.0,,,,,,,,100.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
23093,ALDI SÜD,Paulsmühlenstraße,20,,40597,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.163972,6.880639,2021-10-18 00:00:00,120,Schnellladeeinrichtung,3,DC Kupplung Combo,120.0,,DC Kupplung Combo,120.0,,AC Steckdose Typ 2,22.0,,,,,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23097,ALDI SÜD,Nürnberger Straße,37,,40599,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.171278,6.860667,2022-02-10 00:00:00,120,Schnellladeeinrichtung,3,DC Kupplung Combo,120.0,,DC Kupplung Combo,120.0,,AC Steckdose Typ 2,22.0,,,,,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23101,Stadtwerke Düsseldorf AG,Ratinger Weg,2-10,,40629,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.24585,6.85559,2021-12-10 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23104,BP Europa SE,Südring ,115,,47119,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,52.2009717,6.7627917,2022-02-11 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23105,BP Europa SE,Südring ,115,,47119,Düsseldorf,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,52.2009717,6.7627917,2022-02-11 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23170,Allego GmbH,Messeplatz,2,,45131,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.431205,6.999274,2020-04-27 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23171,Allego GmbH,Messeplatz,2,,45131,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.431205,6.999274,2020-04-27 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23204,EnBW mobility+ AG und Co.KG ,Frankenstr,58,,45134,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.25405,7.0256,2021-06-23 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23205,EnBW mobility+ AG und Co.KG ,Frankenstr.,58,,45134,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.427651,7.048283,2021-06-23 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23233,EnBW mobility+ AG und Co.KG ,Frillendorfer Str.,130,,45139,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.458926,7.038219,2021-02-18 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23234,EnBW mobility+ AG und Co.KG ,Frillendorfer Str.,130,,45139,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.458926,7.038219,2021-02-18 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23235,EnBW mobility+ AG und Co.KG ,Aktienstr.,10,,45139,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.4624388303885,6.930230208645,2021-02-18 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23236,EnBW mobility+ AG und Co.KG ,Aktienstr.,10,,45139,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.4624388303885,6.930230208645,2021-02-18 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23237,EnBW mobility+ AG und Co.KG ,Gladbecker Str.,399,,45139,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.4869,6.9965,2021-02-18 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23238,EnBW mobility+ AG und Co.KG ,Gladbecker Str.,399,,45139,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.4869,6.9965,2021-02-18 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23239,EnBW mobility+ AG und Co.KG ,Gladbecker Str.,399,,45139,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.4861,6.9965,2021-02-17 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23240,EnBW mobility+ AG und Co.KG ,Gladbecker Str.,399,,45139,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.4861,6.9965,2021-02-17 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23289,EnBW mobility+ AG und Co.KG ,Im Teelbruch,105,,45219,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.380487,6.936136,2021-03-23 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23290,EnBW mobility+ AG und Co.KG ,Im Teelbruch,105,,45219,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.380296,6.93657,2021-05-25 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23291,EnBW mobility+ AG und Co.KG ,Im Teelbruch,105,,45219,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.380487,6.936136,2021-07-22 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23310,Comfortcharge GmbH,Hellweg,91,,45276,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.45151,7.09392,2019-09-09 00:00:00,100,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",100.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,,,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23337,EnBW mobility+ AG und Co.KG ,Gladbecker Str.,399,,45326,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.4856279463142,6.99634654937222,2021-12-18 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23339,EnBW mobility+ AG und Co.KG ,Gladbecker Str.,399,,45327,Essen,Nordrhein-Westfalen,Kreisfreie Stadt Essen,51.4856279463142,6.99634654937222,2021-12-19 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23370,EnBW mobility+ AG und Co.KG ,Grothusstrasse,23,,45881,Gelsenkirchen,Nordrhein-Westfalen,Kreisfreie Stadt Gelsenkirchen,51.521511,7.073921,2020-07-13 00:00:00,315,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23371,EnBW mobility+ AG und Co.KG ,Lockhofstr,22,,45881,Gelsenkirchen,Nordrhein-Westfalen,Kreisfreie Stadt Gelsenkirchen,51.52236973,7.07572292,2021-07-22 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23372,EnBW mobility+ AG und Co.KG ,Lockhofstr,22,,45881,Gelsenkirchen,Nordrhein-Westfalen,Kreisfreie Stadt Gelsenkirchen,51.52236973,7.07572292,2021-07-22 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23373,EnBW mobility+ AG und Co.KG ,Lockhofstr. ,22,,45881,Gelsenkirchen,Nordrhein-Westfalen,Kreisfreie Stadt Gelsenkirchen,51.5219605341286,7.07540602491628,2022-02-25 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23374,EnBW mobility+ AG und Co.KG ,Lockhofstr. ,22,,45881,Gelsenkirchen,Nordrhein-Westfalen,Kreisfreie Stadt Gelsenkirchen,51.5219605341286,7.07540602491628,2022-02-25 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23380,BP Europa SE,Gewerkenstraße ,63,,45881,Gelsenkirchen,Nordrhein-Westfalen,Kreisfreie Stadt Gelsenkirchen,51.5199012756347,7.08158254623413,2021-12-21 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23381,BP Europa SE,Gewerkenstraße ,73,,45881,Gelsenkirchen,Nordrhein-Westfalen,Kreisfreie Stadt Gelsenkirchen,51.5199012756347,7.08158254623413,2021-12-21 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23445,EnBW mobility+ AG und Co.KG ,schwerterstr,180,,58099,Hagen,Nordrhein-Westfalen,Kreisfreie Stadt Hagen,51.398965,7.475347,2021-07-22 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23446,EnBW mobility+ AG und Co.KG ,schwerterstr,180,,58099,Hagen,Nordrhein-Westfalen,Kreisfreie Stadt Hagen,51.398965,7.475347,2021-07-22 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23457,EnBW mobility+ AG und Co.KG ,Östingstr.,3,,59063,Hamm,Nordrhein-Westfalen,Kreisfreie Stadt Hamm,51.66959,7.81033,2021-03-03 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23505,Stadtwerke Herne AG,Grenzweg,18,vor dem Hauptgebäude,44623,Herne,Nordrhein-Westfalen,Kreisfreie Stadt Herne,51.540665,7.207835,2021-02-26 00:00:00,150,Schnellladeeinrichtung,1,DC Kupplung Combo,150.0,,,,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23532,EnBW mobility+ AG und Co.KG ,Herner Straße,76,,44652,Herne,Nordrhein-Westfalen,Kreisfreie Stadt Herne,51.538085,7.178056,2020-05-07 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23606,EnBW mobility+ AG und Co.KG ,Deutz-Kalker-Str.,103,,50679,Köln Deutz,Nordrhein-Westfalen,Kreisfreie Stadt Köln,50.937223,6.991939,2021-02-05 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23644,Comfortcharge GmbH,Stockholmer Allee,2-4,,50765,Köln,Nordrhein-Westfalen,Kreisfreie Stadt Köln,51.0239745,6.9035272,2019-07-31 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23685,EG Elektromobilität GmbH & Co KG,Oskar-Jäger-Str.,170,,50825,Köln,Nordrhein-Westfalen,Kreisfreie Stadt Köln,50.947859,6.907831,2019-11-25 00:00:00,100,Schnellladeeinrichtung,3,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,"DC Kupplung Combo, DC CHAdeMO",100.0,,,,,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23699,ALDI SÜD,Emmy-Noether-Straße,10,,50858,Köln,Nordrhein-Westfalen,Kreisfreie Stadt Köln,50.9185,6.850111,2021-03-22 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
